;account_id;district_id;frequency;account_date;# transactions;# credit in cash transactions;# credit card withdrawal transactions;# collection from another bank withdrawal transactions;# remittance to another bank withdrawal transactions;# withdrawal in cash transactions;# type = withdrawal transactions;# type = withdrawal in cash transactions;# type = credit transactions;avg transaction amount;avg balance
1799;1183;12;monthly issuance;1995-05-08;112.0;30.0;;;30.0;33.0;63.0;;49.0;1983.76;28364.54
1800;2323;72;monthly issuance;1995-05-08;111.0;22.0;;;15.0;54.0;69.0;;42.0;8499.1;51776.45
1801;463;51;monthly issuance;1995-05-08;107.0;21.0;;;15.0;51.0;66.0;;41.0;8922.52;53359.42
1802;285;17;monthly issuance;1995-05-08;91.0;22.0;;;;49.0;49.0;;42.0;8960.27;58677.71
1803;4105;58;monthly issuance;1995-05-08;122.0;51.0;;;;51.0;51.0;;71.0;3077.0;32000.84
1804;2525;45;monthly issuance;1995-05-08;120.0;32.0;;;30.0;38.0;68.0;;52.0;3329.73;25569.09
1805;6434;1;monthly issuance;1995-05-08;63.0;17.0;;;6.0;28.0;34.0;;29.0;11660.54;50815.8
1806;2919;77;monthly issuance;1995-05-10;108.0;23.0;;;15.0;50.0;65.0;;43.0;5652.3;27808.46
1807;1741;21;monthly issuance;1995-05-10;79.0;1.0;;19.0;15.0;29.0;44.0;;35.0;2025.68;20299.41
1808;746;75;monthly issuance;1995-05-10;83.0;1.0;;19.0;15.0;33.0;48.0;;35.0;2161.65;24244.84
1809;256;37;monthly issuance;1995-05-14;86.0;20.0;;;;47.0;47.0;;39.0;8587.46;57390.22
1810;3845;48;monthly issuance;1995-05-14;104.0;21.0;;;15.0;49.0;64.0;;40.0;9513.49;37154.98
1811;4014;56;issuance after transaction;1995-05-15;120.0;39.0;;;;61.0;55.0;6.0;59.0;15303.64;58472.34
1812;2178;64;monthly issuance;1995-05-15;107.0;20.0;;;15.0;53.0;68.0;;39.0;8404.61;41301.61
1813;2935;68;monthly issuance;1995-05-15;81.0;1.0;;19.0;15.0;31.0;46.0;;35.0;1274.25;14994.16
1814;544;32;monthly issuance;1995-05-15;77.0;2.0;1.0;15.0;;45.0;43.0;3.0;31.0;9452.94;44829.54
1815;1720;35;monthly issuance;1995-05-16;16.0;7.0;;;;9.0;9.0;;7.0;2087.5;16187.5
1816;875;63;monthly issuance;1995-05-17;84.0;1.0;;19.0;15.0;33.0;48.0;;36.0;2686.4;26813.0
1817;733;49;weekly issuance;1995-05-17;119.0;32.0;;;;67.0;54.0;13.0;52.0;13643.61;55499.91
1818;3251;59;monthly issuance;1995-05-18;78.0;1.0;;19.0;15.0;28.0;43.0;;35.0;1269.26;17679.76
1819;5358;4;monthly issuance;1995-05-18;;;;;;;;;;;
1820;2521;63;monthly issuance;1995-05-19;102.0;20.0;;;14.0;49.0;63.0;;39.0;9445.6;49792.0
1821;10963;16;monthly issuance;1995-05-20;124.0;32.0;;;;73.0;66.0;7.0;51.0;13280.08;56646.52
1822;57;1;monthly issuance;1995-05-21;109.0;20.0;;;15.0;55.0;70.0;;39.0;7955.42;44657.94
1823;4589;4;monthly issuance;1995-05-22;89.0;25.0;;;;45.0;45.0;;44.0;2466.79;25140.72
1824;490;45;monthly issuance;1995-05-23;80.0;1.0;;19.0;15.0;30.0;45.0;;35.0;1316.57;14949.68
1825;3386;2;monthly issuance;1995-05-23;138.0;45.0;;;;74.0;56.0;18.0;64.0;15106.42;57809.46
1826;8998;61;monthly issuance;1995-05-24;76.0;21.0;;;;33.0;30.0;3.0;43.0;11463.6;47187.06
1827;11349;1;weekly issuance;1995-05-26;18.0;2.0;;5.0;1.0;6.0;7.0;;11.0;24426.47;59352.83
1828;2969;29;monthly issuance;1995-05-26;19.0;13.0;;;;6.0;6.0;;13.0;2305.26;22868.42
1829;1530;70;monthly issuance;1995-05-27;83.0;1.0;;19.0;15.0;33.0;48.0;;35.0;2417.51;22827.22
1830;1642;64;monthly issuance;1995-05-27;89.0;1.0;;19.0;14.0;38.0;52.0;;37.0;2549.01;18068.51
1831;6358;3;monthly issuance;1995-05-27;87.0;3.0;;15.0;10.0;45.0;50.0;5.0;32.0;12403.51;47654.24
1832;10001;24;monthly issuance;1995-05-28;69.0;16.0;;;;40.0;40.0;;29.0;6600.44;43121.76
1833;3186;10;monthly issuance;1995-05-28;106.0;20.0;;;14.0;53.0;67.0;;39.0;7960.51;39730.79
1834;1059;8;monthly issuance;1995-05-30;98.0;1.0;;19.0;30.0;33.0;63.0;;35.0;1159.32;13897.69
1835;3624;32;weekly issuance;1995-05-30;110.0;30.0;;;15.0;46.0;58.0;3.0;49.0;13378.55;46023.42
1836;1974;42;monthly issuance;1995-06-01;34.0;11.0;;;;7.0;7.0;;27.0;1422.32;26130.51
1837;2559;32;monthly issuance;1995-06-01;99.0;22.0;;;15.0;43.0;58.0;;41.0;4694.42;30318.52
1838;11069;37;monthly issuance;1995-06-02;;;;;;;;;;;
1839;3874;51;monthly issuance;1995-06-02;101.0;29.0;;;15.0;38.0;53.0;;48.0;3747.33;29473.84
1840;3520;72;monthly issuance;1995-06-04;90.0;2.0;;19.0;;50.0;46.0;4.0;40.0;7490.71;35316.92
1841;2018;42;monthly issuance;1995-06-04;;;;;;;;;;;
1842;2877;37;monthly issuance;1995-06-04;110.0;1.0;;19.0;15.0;56.0;67.0;4.0;39.0;16686.12;67140.73
1843;2642;68;monthly issuance;1995-06-05;132.0;22.0;;;44.0;47.0;91.0;;41.0;3939.87;32676.56
1844;553;26;monthly issuance;1995-06-06;119.0;51.0;5.0;;;44.0;49.0;;70.0;2328.42;29550.21
1845;1092;41;monthly issuance;1995-06-06;100.0;20.0;8.0;;14.0;40.0;62.0;;38.0;4659.95;30864.37
1846;471;47;monthly issuance;1995-06-07;145.0;23.0;;;58.0;45.0;103.0;;42.0;2802.82;26707.46
1847;53;77;monthly issuance;1995-06-07;78.0;1.0;;19.0;15.0;24.0;39.0;;39.0;1829.74;17425.29
1848;1413;65;monthly issuance;1995-06-07;120.0;20.0;;;42.0;40.0;82.0;;38.0;4613.56;33355.23
1849;5774;1;monthly issuance;1995-06-08;23.0;7.0;;;2.0;9.0;11.0;;12.0;9027.32;46304.15
1850;3392;1;monthly issuance;1995-06-08;96.0;23.0;;;14.0;40.0;54.0;;42.0;4077.31;30361.71
1851;1465;30;monthly issuance;1995-06-08;114.0;8.0;;19.0;28.0;40.0;68.0;;46.0;1306.76;18955.21
1852;1420;68;monthly issuance;1995-06-08;89.0;1.0;;19.0;14.0;36.0;50.0;;39.0;1981.96;24173.19
1853;1620;17;monthly issuance;1995-06-08;85.0;1.0;;18.0;14.0;38.0;52.0;;33.0;2316.96;24944.48
1854;4121;54;monthly issuance;1995-06-08;94.0;31.0;;;;44.0;44.0;;50.0;2546.35;24530.88
1855;754;1;monthly issuance;1995-06-08;95.0;1.0;;18.0;28.0;33.0;61.0;;34.0;2129.2;28740.27
1856;3045;1;monthly issuance;1995-06-08;85.0;1.0;;18.0;14.0;38.0;52.0;;33.0;2288.94;27103.5
1857;3453;13;monthly issuance;1995-06-08;96.0;20.0;;;15.0;42.0;57.0;;39.0;9363.24;48398.1
1858;1696;43;monthly issuance;1995-06-09;86.0;1.0;;19.0;14.0;33.0;47.0;;39.0;1261.29;14628.78
1859;2139;8;monthly issuance;1995-06-09;138.0;5.0;;19.0;42.0;53.0;88.0;7.0;43.0;8514.13;40113.02
1860;1793;56;monthly issuance;1995-06-10;103.0;21.0;;;14.0;49.0;63.0;;40.0;4929.15;30276.65
1861;3725;33;monthly issuance;1995-06-11;97.0;20.0;;;14.0;45.0;59.0;;38.0;6495.52;33075.29
1862;896;3;monthly issuance;1995-06-11;99.0;20.0;;;14.0;47.0;61.0;;38.0;3841.43;23454.32
1863;3252;12;monthly issuance;1995-06-12;113.0;1.0;;19.0;43.0;31.0;74.0;;39.0;886.63;15972.62
1864;808;69;monthly issuance;1995-06-13;61.0;12.0;;;;31.0;31.0;;30.0;5273.67;21447.62
1865;3601;54;monthly issuance;1995-06-13;78.0;1.0;;18.0;13.0;32.0;45.0;;33.0;2123.09;32296.55
1866;131;52;monthly issuance;1995-06-13;97.0;23.0;;;14.0;41.0;55.0;;42.0;4353.33;24343.66
1867;3124;6;monthly issuance;1995-06-13;128.0;20.0;;;41.0;49.0;90.0;;38.0;4327.24;33072.32
1868;7618;72;weekly issuance;1995-06-13;114.0;7.0;;18.0;;53.0;39.0;14.0;61.0;8184.08;32422.95
1869;807;76;weekly issuance;1995-06-13;98.0;7.0;;18.0;14.0;41.0;52.0;3.0;43.0;8010.7;35906.79
1870;3847;33;monthly issuance;1995-06-13;125.0;20.0;;;41.0;46.0;87.0;;38.0;5789.53;45608.33
1871;223;39;monthly issuance;1995-06-13;40.0;8.0;2.0;;;13.0;15.0;;25.0;9077.68;38185.7
1872;2328;35;monthly issuance;1995-06-14;83.0;1.0;;18.0;13.0;37.0;50.0;;33.0;2372.33;36583.97
1873;1519;9;monthly issuance;1995-06-14;96.0;21.0;;;13.0;44.0;57.0;;39.0;7830.44;58201.46
1874;10019;8;monthly issuance;1995-06-15;91.0;23.0;;;;53.0;52.0;1.0;38.0;12668.32;56669.79
1875;458;7;monthly issuance;1995-06-16;96.0;21.0;;;14.0;43.0;57.0;;39.0;6535.73;41011.79
1876;120;65;weekly issuance;1995-06-16;122.0;36.0;;;16.0;51.0;62.0;5.0;55.0;13204.5;56940.77
1877;1846;6;monthly issuance;1995-06-17;72.0;1.0;;18.0;14.0;25.0;39.0;;33.0;1325.68;15264.65
1878;2096;32;monthly issuance;1995-06-17;106.0;22.0;;;27.0;39.0;66.0;;40.0;5230.59;33414.53
1879;2297;46;monthly issuance;1995-06-18;121.0;27.0;;;40.0;36.0;76.0;;45.0;1721.28;17957.59
1880;7184;5;monthly issuance;1995-06-19;105.0;14.0;;;36.0;42.0;78.0;;27.0;5793.88;45183.35
1881;2781;16;monthly issuance;1995-06-20;113.0;49.0;;;;46.0;46.0;;67.0;1994.04;30957.14
1882;1031;74;monthly issuance;1995-06-20;124.0;20.0;;;42.0;44.0;86.0;;38.0;5272.2;40369.89
1883;3810;43;monthly issuance;1995-06-22;86.0;1.0;;18.0;14.0;37.0;51.0;;35.0;2518.4;23556.52
1884;1151;40;monthly issuance;1995-06-23;97.0;20.0;4.0;;13.0;42.0;59.0;;38.0;9097.34;51335.72
1885;1728;74;monthly issuance;1995-06-23;99.0;23.0;;;14.0;44.0;58.0;;41.0;3599.18;20689.73
1886;9235;37;monthly issuance;1995-06-24;;;;;;;;;;;
1887;3363;30;monthly issuance;1995-06-24;74.0;1.0;;18.0;14.0;27.0;41.0;;33.0;1869.46;19980.4
1888;3436;5;monthly issuance;1995-06-24;67.0;1.0;;18.0;14.0;20.0;34.0;;33.0;1486.41;18115.11
1889;2533;49;monthly issuance;1995-06-27;82.0;27.0;;;;37.0;37.0;;45.0;2318.57;20482.44
1890;99;1;monthly issuance;1995-06-27;93.0;23.0;;;20.0;32.0;50.0;2.0;41.0;10083.05;50698.47
1891;638;65;monthly issuance;1995-06-28;119.0;20.0;;;41.0;40.0;81.0;;38.0;5489.89;36968.37
1892;2292;41;monthly issuance;1995-06-29;124.0;12.0;;18.0;40.0;36.0;76.0;;48.0;1152.67;24689.6
1893;1725;72;issuance after transaction;1995-07-03;100.0;1.0;;18.0;;63.0;49.0;14.0;37.0;18227.75;60675.75
1894;3410;39;monthly issuance;1995-07-03;125.0;21.0;;;39.0;47.0;86.0;;39.0;4495.46;37102.38
1895;1597;68;monthly issuance;1995-07-04;95.0;1.0;;18.0;14.0;44.0;58.0;;37.0;2388.12;19584.45
1896;2041;48;monthly issuance;1995-07-05;83.0;23.0;;;;42.0;42.0;;41.0;2488.71;28192.01
1897;5742;74;issuance after transaction;1995-07-05;27.0;9.0;;;;13.0;11.0;2.0;14.0;13066.73;63188.63
1898;4415;73;monthly issuance;1995-07-05;;;;;;;;;;;
1899;4330;47;monthly issuance;1995-07-05;80.0;14.0;;;18.0;31.0;45.0;4.0;31.0;8754.89;36595.84
1900;3458;63;monthly issuance;1995-07-07;93.0;1.0;;18.0;28.0;28.0;56.0;;37.0;1511.16;15843.22
1901;3330;76;monthly issuance;1995-07-08;88.0;29.0;;;8.0;36.0;41.0;3.0;44.0;14281.29;63093.7
1902;6649;1;monthly issuance;1995-07-08;;;;;;;;;;;
1903;3779;74;monthly issuance;1995-07-08;118.0;22.0;;;39.0;40.0;79.0;;39.0;3399.6;43348.32
1904;1103;66;monthly issuance;1995-07-09;77.0;20.0;;;;39.0;39.0;;38.0;10212.59;55026.98
1905;731;5;monthly issuance;1995-07-11;76.0;1.0;;18.0;13.0;26.0;39.0;;37.0;1740.46;14567.15
1906;2307;60;monthly issuance;1995-07-12;91.0;1.0;;18.0;26.0;28.0;54.0;;37.0;1899.8;18465.54
1907;3474;23;monthly issuance;1995-07-12;105.0;1.0;;18.0;40.0;28.0;68.0;;37.0;940.07;17465.73
1908;625;70;monthly issuance;1995-07-12;50.0;9.0;;;4.0;21.0;25.0;;25.0;8134.15;27511.85
1909;1075;35;monthly issuance;1995-07-13;97.0;27.0;;;25.0;28.0;53.0;;44.0;2471.92;25940.61
1910;2281;1;monthly issuance;1995-07-13;91.0;20.0;;;13.0;41.0;54.0;;37.0;5624.27;37178.17
1911;3895;27;monthly issuance;1995-07-14;90.0;20.0;;;12.0;41.0;53.0;;37.0;4216.81;29378.29
1912;5263;64;monthly issuance;1995-07-14;92.0;30.0;;;11.0;36.0;47.0;;45.0;3104.78;25997.56
1913;5794;70;monthly issuance;1995-07-14;49.0;10.0;;;;29.0;27.0;2.0;20.0;9121.31;39514.68
1914;1220;1;monthly issuance;1995-07-15;74.0;1.0;;17.0;13.0;30.0;43.0;;31.0;2270.14;26610.79
1915;1568;23;monthly issuance;1995-07-15;115.0;19.0;5.0;;37.0;37.0;79.0;;36.0;4138.69;44735.09
1916;1344;12;issuance after transaction;1995-07-16;101.0;31.0;;;;54.0;48.0;6.0;47.0;15814.99;56232.42
1917;8547;14;weekly issuance;1995-07-17;94.0;29.0;;;;47.0;42.0;5.0;47.0;13519.83;61799.24
1918;1135;1;monthly issuance;1995-07-17;77.0;1.0;;17.0;13.0;33.0;46.0;;31.0;1960.16;23117.19
1919;4263;5;monthly issuance;1995-07-17;37.0;10.0;;;;11.0;11.0;;26.0;6413.46;31381.87
1920;3532;73;monthly issuance;1995-07-18;78.0;21.0;;;;40.0;40.0;;38.0;5350.12;24772.48
1921;1251;34;weekly issuance;1995-07-18;77.0;19.0;;;12.0;29.0;39.0;2.0;36.0;6787.74;25493.5
1922;1936;70;monthly issuance;1995-07-18;71.0;1.0;;17.0;13.0;27.0;40.0;;31.0;1291.8;16211.64
1923;2244;46;monthly issuance;1995-07-19;83.0;1.0;;17.0;13.0;38.0;51.0;;32.0;2414.97;30489.81
1924;2310;15;monthly issuance;1995-07-19;90.0;24.0;;;13.0;36.0;49.0;;41.0;3338.99;26864.09
1925;1994;42;monthly issuance;1995-07-19;148.0;29.0;;;54.0;49.0;96.0;7.0;45.0;9191.92;52451.74
1926;720;54;monthly issuance;1995-07-20;87.0;23.0;;;13.0;34.0;47.0;;40.0;2725.96;24418.41
1927;1472;2;monthly issuance;1995-07-20;98.0;21.0;;;26.0;34.0;60.0;;38.0;3345.82;31903.06
1928;2144;55;issuance after transaction;1995-07-21;95.0;25.0;;;;52.0;46.0;6.0;43.0;10409.39;39199.28
1929;953;14;monthly issuance;1995-07-22;102.0;11.0;;17.0;24.0;33.0;57.0;;45.0;1252.09;25999.41
1930;4081;11;monthly issuance;1995-07-22;12.0;6.0;;;;3.0;3.0;;9.0;6363.32;26886.19
1931;10018;8;monthly issuance;1995-07-23;120.0;18.0;;;;68.0;68.0;;52.0;6090.81;32531.58
1932;2553;41;monthly issuance;1995-07-24;91.0;19.0;;;13.0;42.0;55.0;;36.0;6919.88;28364.88
1933;2520;18;monthly issuance;1995-07-25;84.0;4.0;;17.0;12.0;34.0;46.0;;38.0;1687.71;17833.14
1934;1252;13;weekly issuance;1995-07-26;;;;;;;;;;;
1935;3357;54;monthly issuance;1995-07-26;77.0;1.0;;17.0;12.0;33.0;45.0;;32.0;2689.58;25340.39
1936;6985;38;monthly issuance;1995-07-27;66.0;17.0;;;7.0;31.0;36.0;2.0;28.0;13244.23;51611.34
1937;2957;25;monthly issuance;1995-07-28;95.0;20.0;;;13.0;45.0;58.0;;37.0;7974.07;40851.16
1938;4948;43;monthly issuance;1995-07-29;48.0;17.0;;;4.0;19.0;22.0;1.0;25.0;8082.34;32434.69
1939;1803;24;monthly issuance;1995-07-29;106.0;15.0;;17.0;26.0;31.0;57.0;;49.0;1436.14;38045.38
1940;2577;7;monthly issuance;1995-07-30;73.0;1.0;;17.0;13.0;29.0;42.0;;31.0;2434.83;22892.49
1941;1009;1;weekly issuance;1995-08-01;101.0;1.0;;17.0;12.0;54.0;59.0;7.0;35.0;15769.25;52399.1
1942;2265;65;monthly issuance;1995-08-03;73.0;16.0;;;;40.0;36.0;4.0;33.0;9473.73;30615.96
1943;675;58;monthly issuance;1995-08-03;;;;;;;;;;;
1944;5033;54;monthly issuance;1995-08-03;77.0;18.0;;;23.0;25.0;48.0;;29.0;2434.24;27533.66
1945;1971;41;monthly issuance;1995-08-04;93.0;24.0;;;12.0;40.0;52.0;;41.0;3889.97;35290.17
1946;2830;20;monthly issuance;1995-08-04;105.0;19.0;;;26.0;43.0;69.0;;36.0;4746.06;26353.47
1947;1927;42;monthly issuance;1995-08-04;73.0;1.0;;17.0;12.0;26.0;38.0;;35.0;1333.57;16186.37
1948;5118;72;monthly issuance;1995-08-05;;;;;;;;;;;
1949;3203;23;monthly issuance;1995-08-07;74.0;1.0;;17.0;12.0;27.0;39.0;;35.0;1260.12;14651.25
1950;3270;30;monthly issuance;1995-08-08;85.0;19.0;;;13.0;36.0;49.0;;36.0;7929.83;49956.68
1951;1520;48;monthly issuance;1995-08-08;73.0;1.0;;16.0;12.0;31.0;43.0;;30.0;2304.07;24021.21
1952;4681;70;monthly issuance;1995-08-08;;;;;;;;;;;
1953;3902;1;monthly issuance;1995-08-08;97.0;21.0;;;24.0;36.0;60.0;;37.0;3507.84;30358.6
1954;8327;1;weekly issuance;1995-08-08;50.0;11.0;;;6.0;21.0;25.0;2.0;23.0;12112.08;60054.73
1955;1203;72;monthly issuance;1995-08-09;128.0;18.0;;;49.0;44.0;93.0;;35.0;5557.18;48034.56
1956;2608;19;monthly issuance;1995-08-09;92.0;21.0;;;13.0;41.0;54.0;;38.0;3418.62;26311.84
1957;2206;45;monthly issuance;1995-08-10;87.0;26.0;;;12.0;32.0;44.0;;43.0;2890.21;29502.11
1958;3216;3;monthly issuance;1995-08-11;102.0;26.0;;;20.0;40.0;55.0;5.0;42.0;13716.54;63796.21
1959;1122;13;monthly issuance;1995-08-12;75.0;18.0;;;;41.0;41.0;;34.0;4280.89;27643.27
1960;786;53;monthly issuance;1995-08-12;101.0;18.0;;;24.0;43.0;67.0;;34.0;5601.95;49282.43
1961;3631;1;monthly issuance;1995-08-13;61.0;1.0;;16.0;12.0;20.0;32.0;;29.0;2334.54;27987.24
1962;2514;16;monthly issuance;1995-08-13;85.0;18.0;2.0;;12.0;37.0;51.0;;34.0;6234.75;42440.1
1963;75;1;monthly issuance;1995-08-13;83.0;18.0;;;12.0;37.0;49.0;;34.0;5063.45;25922.58
1964;3679;64;monthly issuance;1995-08-15;64.0;17.0;;;12.0;25.0;37.0;;27.0;6433.18;32404.77
1965;2562;35;monthly issuance;1995-08-15;66.0;1.0;;16.0;11.0;26.0;37.0;;29.0;1376.2;16001.83
1966;2280;68;monthly issuance;1995-08-17;82.0;18.0;;;11.0;37.0;48.0;;34.0;7271.1;33841.75
1967;3896;45;monthly issuance;1995-08-17;96.0;2.0;;16.0;22.0;40.0;56.0;6.0;34.0;11739.14;43748.09
1968;11138;70;weekly issuance;1995-08-18;29.0;8.0;;;;16.0;16.0;;13.0;13517.22;62571.28
1969;5213;1;monthly issuance;1995-08-18;50.0;1.0;;8.0;;27.0;24.0;3.0;23.0;15093.96;49482.97
1970;531;31;monthly issuance;1995-08-18;64.0;1.0;;16.0;12.0;23.0;35.0;;29.0;1353.46;15869.68
1971;6856;43;monthly issuance;1995-08-19;;;;;;;;;;;
1972;5024;70;monthly issuance;1995-08-20;72.0;18.0;;;;38.0;38.0;;34.0;3971.85;29475.63
1973;560;36;monthly issuance;1995-08-20;86.0;23.0;;;12.0;35.0;47.0;;39.0;3989.23;34396.24
1974;11382;74;monthly issuance;1995-08-20;99.0;1.0;;16.0;;50.0;41.0;9.0;49.0;10701.89;34805.09
1975;2855;27;monthly issuance;1995-08-21;60.0;1.0;;16.0;11.0;20.0;31.0;;29.0;1746.12;20563.24
1976;2858;56;monthly issuance;1995-08-22;95.0;21.0;;;24.0;34.0;58.0;;37.0;3510.66;27647.44
1977;3763;55;monthly issuance;1995-08-23;95.0;20.0;;;23.0;36.0;59.0;;36.0;3755.57;27543.07
1978;995;64;monthly issuance;1995-08-23;73.0;1.0;;16.0;22.0;22.0;44.0;;29.0;1266.4;17372.96
1979;3315;23;monthly issuance;1995-08-24;69.0;18.0;;;;35.0;35.0;;34.0;5560.69;44024.24
1980;3582;19;monthly issuance;1995-08-26;61.0;1.0;;16.0;11.0;21.0;32.0;;29.0;1269.1;16426.4
1981;420;75;monthly issuance;1995-08-26;81.0;20.0;;;11.0;34.0;45.0;;36.0;4772.01;29952.3
1982;937;43;monthly issuance;1995-08-26;64.0;1.0;;16.0;12.0;23.0;35.0;;29.0;1823.09;21300.22
1983;4258;51;monthly issuance;1995-08-26;98.0;33.0;;;;48.0;45.0;3.0;50.0;18292.74;72038.95
1984;5066;13;weekly issuance;1995-08-27;12.0;6.0;;;;3.0;3.0;;9.0;16007.96;44763.46
1985;2236;73;monthly issuance;1995-08-27;31.0;7.0;;;;12.0;12.0;;19.0;8131.07;31532.75
1986;3995;12;monthly issuance;1995-08-27;108.0;18.0;;;34.0;40.0;74.0;;34.0;3093.64;25212.11
1987;894;46;monthly issuance;1995-08-27;76.0;1.0;;16.0;11.0;34.0;45.0;;31.0;2707.83;20271.99
1988;418;36;monthly issuance;1995-08-27;82.0;18.0;;;12.0;36.0;48.0;;34.0;8525.85;45467.53
1989;3254;36;monthly issuance;1995-08-27;83.0;22.0;;;12.0;33.0;45.0;;38.0;3416.76;26878.82
1990;32;5;monthly issuance;1995-08-28;65.0;18.0;;;;31.0;31.0;;34.0;8387.46;47728.7
1991;213;73;monthly issuance;1995-08-29;87.0;17.0;;;12.0;42.0;54.0;;33.0;9272.44;51945.38
1992;2833;64;monthly issuance;1995-08-30;61.0;1.0;;16.0;11.0;21.0;32.0;;29.0;2012.04;19203.14
1993;3553;70;monthly issuance;1995-08-30;67.0;18.0;;;;33.0;33.0;;34.0;7702.76;36156.51
1994;9052;43;issuance after transaction;1995-08-30;;;;;;;;;;;
1995;3139;12;monthly issuance;1995-08-30;23.0;8.0;;;;9.0;9.0;;14.0;6306.17;21790.24
1996;1562;1;monthly issuance;1995-08-30;58.0;1.0;;16.0;12.0;17.0;29.0;;29.0;1295.27;16336.54
1997;1961;13;monthly issuance;1995-08-30;74.0;1.0;;16.0;11.0;33.0;44.0;;30.0;2281.04;21094.19
1998;353;24;monthly issuance;1995-08-30;80.0;1.0;;16.0;24.0;27.0;51.0;;29.0;2255.55;34164.83
1999;1640;13;monthly issuance;1995-09-01;82.0;18.0;;;12.0;36.0;48.0;;34.0;8371.76;43245.7
2000;6872;15;monthly issuance;1995-09-02;79.0;4.0;;16.0;;43.0;33.0;10.0;36.0;8596.76;45114.15
2001;532;26;monthly issuance;1995-09-02;35.0;7.0;;;;13.0;13.0;;22.0;6075.49;32859.1
2002;674;49;monthly issuance;1995-09-02;66.0;1.0;;16.0;12.0;21.0;33.0;;33.0;1884.26;22976.14
2003;10365;22;monthly issuance;1995-09-02;;;;;;;;;;;
2004;430;54;monthly issuance;1995-09-02;28.0;12.0;;;;4.0;4.0;;24.0;1639.88;29445.79
2005;429;63;monthly issuance;1995-09-03;86.0;18.0;;;11.0;41.0;52.0;;34.0;7119.37;38815.75
2006;3269;37;monthly issuance;1995-09-03;70.0;19.0;;;;35.0;27.0;8.0;35.0;12271.83;57648.51
2007;1810;50;monthly issuance;1995-09-03;85.0;18.0;;;12.0;39.0;51.0;;34.0;7002.88;37429.45
2008;665;8;monthly issuance;1995-09-03;85.0;21.0;;;12.0;36.0;48.0;;37.0;3519.5;38589.52
2009;3855;33;monthly issuance;1995-09-04;108.0;18.0;;;36.0;38.0;74.0;;34.0;6837.64;47388.11
2010;3866;60;monthly issuance;1995-09-05;30.0;8.0;;;;10.0;10.0;;20.0;3582.9;25996.72
2011;3914;33;monthly issuance;1995-09-05;82.0;18.0;;;12.0;36.0;48.0;;34.0;8778.33;50746.55
2012;3807;53;monthly issuance;1995-09-05;83.0;18.0;1.0;;11.0;37.0;49.0;;34.0;7722.84;53116.56
2013;3925;1;monthly issuance;1995-09-05;129.0;36.0;;;26.0;52.0;65.0;13.0;51.0;12611.62;62737.85
2014;219;28;monthly issuance;1995-09-06;86.0;17.0;;;22.0;32.0;54.0;;32.0;6454.85;47819.06
2015;3552;62;monthly issuance;1995-09-06;107.0;22.0;;;36.0;33.0;69.0;;38.0;3746.6;39707.8
2016;7957;51;monthly issuance;1995-09-07;;;;;;;;;;;
2017;1149;18;monthly issuance;1995-09-07;31.0;12.0;;;;7.0;7.0;;24.0;2656.75;31569.44
2018;1423;76;monthly issuance;1995-09-08;86.0;20.0;;;21.0;30.0;51.0;;35.0;2205.88;21678.14
2019;2853;54;monthly issuance;1995-09-08;77.0;10.0;;16.0;11.0;24.0;35.0;;42.0;1855.13;28466.02
2020;803;19;monthly issuance;1995-09-09;53.0;13.0;;;;26.0;25.0;1.0;27.0;5137.97;24421.48
2021;2456;65;monthly issuance;1995-09-09;35.0;2.0;;8.0;3.0;15.0;17.0;1.0;17.0;11032.89;47938.07
2022;619;1;weekly issuance;1995-09-09;114.0;29.0;;;28.0;41.0;67.0;2.0;45.0;11330.93;51583.08
2023;301;60;monthly issuance;1995-09-10;53.0;1.0;;15.0;11.0;15.0;26.0;;27.0;1326.15;15734.54
2024;372;55;monthly issuance;1995-09-10;92.0;19.0;;;23.0;34.0;57.0;;35.0;8188.1;38966.91
2025;3492;33;monthly issuance;1995-09-10;85.0;17.0;;;21.0;32.0;53.0;;32.0;7857.09;38397.94
2026;6463;16;monthly issuance;1995-09-11;72.0;18.0;;;;38.0;37.0;1.0;34.0;7693.95;18587.38
2027;3628;70;monthly issuance;1995-09-12;94.0;18.0;;;33.0;28.0;61.0;;33.0;4879.89;46517.43
2028;2358;7;monthly issuance;1995-09-13;71.0;20.0;;;11.0;25.0;36.0;;35.0;4210.76;34053.1
2029;1613;1;monthly issuance;1995-09-13;62.0;1.0;;15.0;11.0;23.0;34.0;;28.0;2918.34;14399.8
2030;2866;43;monthly issuance;1995-09-13;74.0;17.0;;;11.0;31.0;42.0;;32.0;7196.73;36833.66
2031;3010;46;monthly issuance;1995-09-13;34.0;12.0;;;;7.0;7.0;;27.0;1870.21;33358.98
2032;3368;24;monthly issuance;1995-09-14;98.0;20.0;;;33.0;30.0;63.0;;35.0;5025.74;39730.48
2033;5125;1;monthly issuance;1995-09-14;93.0;23.0;;;;55.0;47.0;8.0;38.0;14090.22;53698.52
2034;994;72;monthly issuance;1995-09-15;88.0;33.0;;;;39.0;39.0;;49.0;3468.11;34674.69
2035;1674;1;monthly issuance;1995-09-15;75.0;24.0;;;11.0;25.0;36.0;;39.0;2971.59;26806.69
2036;3234;1;monthly issuance;1995-09-16;74.0;8.0;;15.0;10.0;26.0;36.0;;38.0;1884.55;25243.93
