;account_id; account issuance freq;# transactions;# credit in cash transactions;# credit card withdrawal transactions;# collection from another bank withdrawal transactions;# remittance to another bank withdrawal transactions;# withdrawal in cash transactions;# type = withdrawal transactions;# type = withdrawal in cash transactions;# type = credit transactions;avg transaction amount;avg balance;loan date;loan amount;loan duration;loan payments;status;district_name;district_region;no. of inhabitants;ratio of urban inhabitants ;average salary ;no. of enterpreneurs per 1000 inhabitants ;crimes;unemploymant;card_type;birthdate;sex;has_disponent;age at loan;new status
215;825;monthly issuance;65.0;15.0;0.0;0.0;6.0;33.0;39.0;;26.0;5937.39;33129.4;1997-02-02;53076;12;4423;;Prachatice;south Bohemia;51428;52.7;8402;120;1049.0;3.5549999999999997;;1948-05-21;M;False;17789.0;
216;2982;monthly issuance;215.0;3.0;7.0;23.0;75.0;85.0;146.0;21.0;48.0;11082.8;63500.41;1998-04-17;41256;12;3438;;Prachatice;south Bohemia;51428;52.7;8402;120;1049.0;3.5549999999999997;gold;1938-08-03;M;True;21807.0;
217;7733;weekly issuance;142.0;2.0;0.0;22.0;0.0;96.0;83.0;13.0;46.0;13771.42;66051.95;1998-05-12;140064;24;5836;;Prachatice;south Bohemia;51428;52.7;8402;120;1049.0;3.5549999999999997;;1950-07-18;F;False;17465.0;
218;5602;issuance after transaction;86.0;21.0;0.0;0.0;0.0;48.0;46.0;2.0;38.0;9661.81;44723.36;1997-12-28;177504;48;3698;;Prachatice;south Bohemia;51428;52.7;8402;120;1049.0;3.5549999999999997;;1944-04-12;M;False;19618.0;
219;6075;monthly issuance;78.0;26.0;0.0;0.0;0.0;37.0;37.0;;41.0;3453.91;14785.59;1998-01-06;407952;48;8499;;Prachatice;south Bohemia;51428;52.7;8402;120;1049.0;3.5549999999999997;;1974-02-28;F;False;8713.0;
220;1407;issuance after transaction;77.0;23.0;0.0;0.0;8.0;37.0;44.0;1.0;32.0;15077.02;71376.04;1998-01-17;125472;24;5228;;Prachatice;south Bohemia;51428;52.7;8402;120;1049.0;3.5549999999999997;;1946-07-01;F;True;18828.0;
221;38;weekly issuance;55.0;6.0;0.0;9.0;13.0;19.0;31.0;1.0;23.0;4716.19;31383.45;1998-04-19;110736;48;2307;;Prachatice;south Bohemia;51428;52.7;8402;120;1049.0;3.5549999999999997;;1940-01-30;F;False;21264.0;
222;7437;weekly issuance;55.0;6.0;0.0;9.0;13.0;19.0;31.0;1.0;23.0;4766.71;30696.24;1998-04-19;110736;48;2307;;Prachatice;south Bohemia;51428;52.7;8402;120;1049.0;3.5549999999999997;;1940-01-30;F;False;21264.0;
223;103;monthly issuance;83.0;22.0;0.0;0.0;0.0;41.0;35.0;6.0;42.0;8634.16;46266.57;1997-12-06;265320;36;7370;;Chrudim;east Bohemia;105606;53.0;8254;97;2245.5;3.275;;1967-09-21;M;False;11034.0;
224;10243;monthly issuance;104.0;34.0;0.0;0.0;0.0;58.0;53.0;5.0;46.0;17805.06;68510.42;1998-09-22;113436;36;3151;;Chrudim;east Bohemia;105606;53.0;8254;97;2245.5;3.275;;1956-01-01;M;False;15605.0;
225;3875;monthly issuance;11.0;1.0;0.0;4.0;0.0;3.0;3.0;;8.0;22625.04;58031.63;1998-02-10;153936;24;6414;;Chrudim;east Bohemia;105606;53.0;8254;97;2245.5;3.275;;1949-08-28;M;False;17698.0;
226;3455;monthly issuance;57.0;1.0;0.0;12.0;0.0;33.0;32.0;1.0;24.0;14432.87;46016.2;1997-03-07;67464;12;5622;;Chomutov;north Bohemia;125236;87.7;9675;100;5256.5;7.055;;1935-12-25;M;False;22353.0;
227;10807;monthly issuance;57.0;1.0;0.0;12.0;0.0;33.0;32.0;1.0;24.0;14344.91;48557.38;1997-03-07;67464;12;5622;;Chomutov;north Bohemia;125236;87.7;9675;100;5256.5;7.055;;1935-12-25;M;False;22353.0;
228;6453;monthly issuance;165.0;36.0;0.0;0.0;54.0;54.0;108.0;;57.0;1566.86;22935.07;1998-05-17;10944;36;304;;Chomutov;north Bohemia;125236;87.7;9675;100;5256.5;7.055;;1951-07-10;M;False;17113.0;
229;6157;monthly issuance;83.0;24.0;0.0;0.0;10.0;37.0;45.0;2.0;36.0;11110.32;54799.86;1997-12-28;247920;48;5165;;Chomutov;north Bohemia;125236;87.7;9675;100;5256.5;7.055;classic;1942-04-04;F;False;20357.0;
230;10148;monthly issuance;73.0;14.0;0.0;0.0;16.0;32.0;48.0;;25.0;4537.71;44135.94;1998-01-27;22104;12;1842;;Chomutov;north Bohemia;125236;87.7;9675;100;5256.5;7.055;;1965-04-10;F;False;11980.0;
231;1389;monthly issuance;97.0;26.0;0.0;0.0;11.0;47.0;52.0;6.0;39.0;10944.51;48989.18;1998-09-02;125472;24;5228;;Chomutov;north Bohemia;125236;87.7;9675;100;5256.5;7.055;;1940-11-25;M;False;21100.0;
232;2334;monthly issuance;94.0;13.0;0.0;16.0;12.0;37.0;49.0;;45.0;5664.9;31897.43;1997-08-04;48312;24;2013;;Svitavy;east Bohemia;102609;52.0;8187;94;2128.5;5.140000000000001;;1958-10-19;M;False;14169.0;
233;4127;monthly issuance;64.0;12.0;0.0;0.0;18.0;24.0;41.0;1.0;22.0;6239.58;26649.77;1997-08-15;100800;24;4200;;Svitavy;east Bohemia;102609;52.0;8187;94;2128.5;5.140000000000001;;1938-05-26;M;False;21631.0;
234;7713;weekly issuance;75.0;16.0;0.0;0.0;6.0;35.0;39.0;2.0;34.0;7381.6;38280.1;1998-02-25;220440;60;3674;;Svitavy;east Bohemia;102609;52.0;8187;94;2128.5;5.140000000000001;;1955-11-02;F;False;15456.0;
235;1528;monthly issuance;78.0;16.0;0.0;0.0;0.0;49.0;49.0;;29.0;6772.5;32688.03;1997-07-21;191088;48;3981;;Svitavy;east Bohemia;102609;52.0;8187;94;2128.5;5.140000000000001;;1962-09-05;M;False;12738.0;
236;6461;monthly issuance;67.0;20.0;0.0;0.0;0.0;37.0;33.0;4.0;30.0;10160.66;52250.26;1997-06-15;150912;36;4192;;Svitavy;east Bohemia;102609;52.0;8187;94;2128.5;5.140000000000001;;1975-09-27;F;True;7932.0;
237;3562;monthly issuance;143.0;37.0;0.0;0.0;0.0;85.0;77.0;8.0;58.0;11944.71;58926.41;1998-05-24;174960;24;7290;;Svitavy;east Bohemia;102609;52.0;8187;94;2128.5;5.140000000000001;;1977-09-15;F;False;7556.0;
238;10857;monthly issuance;59.0;10.0;0.0;0.0;0.0;24.0;24.0;;35.0;7820.17;29028.27;1997-11-30;385560;60;6426;;Svitavy;east Bohemia;102609;52.0;8187;94;2128.5;5.140000000000001;;1956-04-15;M;False;15204.0;
239;8225;monthly issuance;115.0;2.0;0.0;16.0;0.0;52.0;48.0;4.0;63.0;5640.36;31916.9;1998-03-30;36204;12;3017;;Svitavy;east Bohemia;102609;52.0;8187;94;2128.5;5.140000000000001;;1938-01-06;M;False;21998.0;
240;11317;monthly issuance;145.0;34.0;0.0;0.0;28.0;67.0;91.0;4.0;50.0;14354.51;64978.07;1998-11-22;317460;60;5291;;Svitavy;east Bohemia;102609;52.0;8187;94;2128.5;5.140000000000001;;1975-11-20;M;False;8403.0;
241;2936;monthly issuance;124.0;40.0;0.0;0.0;18.0;45.0;63.0;;61.0;4163.92;20942.59;1998-01-20;504000;60;8400;;Beroun;central Bohemia;75232;41.7;8980;111;2818.5;2.08;;1971-02-28;M;False;9823.0;
242;4618;monthly issuance;43.0;14.0;0.0;0.0;0.0;22.0;22.0;;21.0;12559.06;51945.22;1997-03-17;66696;24;2779;;Beroun;central Bohemia;75232;41.7;8980;111;2818.5;2.08;;1966-12-22;F;False;11043.0;
243;3329;monthly issuance;72.0;16.0;0.0;0.0;9.0;34.0;43.0;;29.0;7670.84;36065.98;1997-12-08;19248;12;1604;;Beroun;central Bohemia;75232;41.7;8980;111;2818.5;2.08;;1964-10-16;M;True;12106.0;
244;3711;monthly issuance;26.0;7.0;0.0;0.0;0.0;13.0;11.0;2.0;13.0;12750.85;45410.15;1997-11-05;460980;60;7683;;Beroun;central Bohemia;75232;41.7;8980;111;2818.5;2.08;;1964-12-09;F;False;12019.0;
245;6922;weekly issuance;104.0;3.0;0.0;18.0;0.0;65.0;61.0;4.0;39.0;13016.1;46755.31;1998-12-06;139488;24;5812;;Beroun;central Bohemia;75232;41.7;8980;111;2818.5;2.08;;1969-09-04;M;False;10685.0;
246;10049;monthly issuance;70.0;23.0;0.0;0.0;15.0;21.0;36.0;;34.0;3045.66;17625.44;1997-03-28;91632;12;7636;;Pelhrimov;south Bohemia;74062;61.4;8114;119;1092.0;2.5;;1943-07-05;M;True;19625.0;
247;7240;monthly issuance;121.0;4.0;0.0;21.0;16.0;60.0;73.0;3.0;45.0;5783.19;28077.73;1998-01-15;152160;60;2536;;Pelhrimov;south Bohemia;74062;61.4;8114;119;1092.0;2.5;;1948-04-11;F;True;18176.0;
248;4467;weekly issuance;84.0;2.0;0.0;16.0;11.0;39.0;47.0;3.0;34.0;5841.6;28459.65;1998-08-03;86184;36;2394;;Pelhrimov;south Bohemia;74062;61.4;8114;119;1092.0;2.5;;1968-08-31;M;False;10929.0;
249;10065;monthly issuance;136.0;45.0;0.0;0.0;0.0;74.0;64.0;10.0;62.0;16591.6;72885.76;1997-09-23;311232;48;6484;;Sumperk;north Moravia;127369;51.2;8369;107;3271.5;5.305;;1946-08-27;F;False;18655.0;
250;5362;weekly issuance;74.0;5.0;0.0;12.0;15.0;31.0;42.0;4.0;28.0;8978.54;37200.4;1997-08-21;202848;48;4226;;Sumperk;north Moravia;127369;51.2;8369;107;3271.5;5.305;;1940-09-30;F;True;20779.0;
251;9673;monthly issuance;91.0;5.0;0.0;16.0;12.0;43.0;51.0;4.0;36.0;5375.57;37386.86;1998-09-12;88200;36;2450;;Sumperk;north Moravia;127369;51.2;8369;107;3271.5;5.305;;1944-12-03;M;True;19641.0;
252;10799;monthly issuance;50.0;17.0;0.0;0.0;0.0;23.0;23.0;;27.0;2532.05;28375.8;1998-07-11;31140;60;519;;Sumperk;north Moravia;127369;51.2;8369;107;3271.5;5.305;;1977-01-20;M;False;7842.0;
253;10650;monthly issuance;23.0;1.0;0.0;6.0;1.0;10.0;11.0;;12.0;23166.13;72465.67;1998-02-24;196224;48;4088;;Sumperk;north Moravia;127369;51.2;8369;107;3271.5;5.305;;1950-03-16;M;False;17512.0;
254;10345;monthly issuance;131.0;30.0;0.0;0.0;17.0;63.0;80.0;;51.0;3881.65;25084.42;1998-01-21;31260;12;2605;;Liberec;north Bohemia;159617;85.2;9198;131;5964.0;3.805;;1968-03-21;M;True;10898.0;
255;10711;monthly issuance;134.0;19.0;0.0;0.0;52.0;47.0;99.0;;35.0;5555.09;78724.21;1997-12-24;24180;60;403;;Liberec;north Bohemia;159617;85.2;9198;131;5964.0;3.805;;1938-10-19;M;False;21616.0;
256;110;monthly issuance;84.0;15.0;0.0;0.0;17.0;39.0;56.0;;28.0;7240.84;46148.3;1997-09-08;162576;36;4516;;Liberec;north Bohemia;159617;85.2;9198;131;5964.0;3.805;;1953-01-26;M;False;16296.0;
257;6950;monthly issuance;12.0;5.0;0.0;0.0;0.0;4.0;4.0;;8.0;13358.78;40812.49;1997-02-12;475680;48;9910;;Liberec;north Bohemia;159617;85.2;9198;131;5964.0;3.805;;1966-05-08;F;True;11238.0;
258;4052;weekly issuance;52.0;3.0;0.0;11.0;0.0;28.0;25.0;3.0;24.0;8468.1;36071.94;1997-12-28;106128;36;2948;;Liberec;north Bohemia;159617;85.2;9198;131;5964.0;3.805;;1978-12-21;M;False;6947.0;
259;8026;monthly issuance;18.0;7.0;0.0;0.0;0.0;6.0;6.0;;12.0;12119.61;47029.54;1997-09-09;128268;36;3563;;Liberec;north Bohemia;159617;85.2;9198;131;5964.0;3.805;;1942-12-08;M;False;19999.0;
260;1776;monthly issuance;54.0;12.0;0.0;0.0;5.0;28.0;33.0;;21.0;4853.06;36159.71;1998-05-27;43200;24;1800;;Liberec;north Bohemia;159617;85.2;9198;131;5964.0;3.805;;1949-05-16;F;False;17908.0;
261;10215;monthly issuance;63.0;12.0;0.0;0.0;12.0;30.0;42.0;;21.0;4556.83;42831.0;1997-02-20;44304;24;1846;;Louny;north Bohemia;85852;59.8;8965;104;2737.5;7.655;;1966-06-20;M;False;11203.0;
262;3143;monthly issuance;113.0;35.0;0.0;0.0;14.0;46.0;60.0;;53.0;3674.41;31685.1;1998-05-15;130896;24;5454;;Louny;north Bohemia;85852;59.8;8965;104;2737.5;7.655;;1954-06-15;F;True;16040.0;
263;6706;monthly issuance;132.0;21.0;0.0;0.0;42.0;51.0;93.0;;39.0;3912.84;44890.03;1998-07-12;64860;60;1081;;Louny;north Bohemia;85852;59.8;8965;104;2737.5;7.655;;1979-11-02;F;False;6827.0;
264;4354;monthly issuance;126.0;30.0;0.0;0.0;17.0;59.0;70.0;6.0;50.0;11424.46;49281.74;1998-10-30;327660;60;5461;;Louny;north Bohemia;85852;59.8;8965;104;2737.5;7.655;;1942-03-18;F;False;20680.0;
265;276;monthly issuance;59.0;1.0;0.0;12.0;7.0;27.0;33.0;1.0;25.0;11120.55;51649.4;1998-12-02;160920;36;4470;;Louny;north Bohemia;85852;59.8;8965;104;2737.5;7.655;classic;1971-10-19;M;False;9906.0;
266;2247;monthly issuance;99.0;16.0;0.0;0.0;36.0;37.0;71.0;2.0;26.0;7489.0;45374.64;1997-02-24;72504;24;3021;;Karlovy Vary;west Bohemia;122603;80.0;8991;128;5235.5;1.6999999999999997;;1950-06-26;F;False;17045.0;
267;6062;monthly issuance;140.0;4.0;0.0;20.0;16.0;81.0;83.0;14.0;43.0;11343.97;52905.41;1998-04-19;321360;60;5356;;Karlovy Vary;west Bohemia;122603;80.0;8991;128;5235.5;1.6999999999999997;;1975-01-24;M;False;8486.0;
268;7997;monthly issuance;146.0;36.0;0.0;0.0;0.0;89.0;79.0;10.0;57.0;12154.31;52422.49;1998-02-05;160656;24;6694;;Praha - vychod;central Bohemia;92084;46.7;10124;141;4063.0;0.55;;1970-12-10;F;False;9919.0;
269;1244;monthly issuance;59.0;16.0;0.0;0.0;18.0;17.0;35.0;;24.0;1997.51;22981.06;1997-02-28;35904;48;748;;Frydek - Mistek;north Moravia;228848;57.2;9893;96;5755.0;4.404999999999999;;1946-01-22;M;False;18665.0;
270;9263;monthly issuance;75.0;2.0;0.0;11.0;12.0;28.0;38.0;2.0;35.0;6148.31;30719.75;1997-05-08;39576;12;3298;;Frydek - Mistek;north Moravia;228848;57.2;9893;96;5755.0;4.404999999999999;;1964-07-29;F;True;11971.0;
271;378;monthly issuance;168.0;38.0;0.0;0.0;53.0;62.0;111.0;4.0;53.0;12591.52;79500.54;1997-10-11;230400;60;3840;;Frydek - Mistek;north Moravia;228848;57.2;9893;96;5755.0;4.404999999999999;;1961-07-24;M;False;13228.0;
272;7424;monthly issuance;164.0;36.0;0.0;0.0;43.0;70.0;107.0;6.0;51.0;12133.59;61588.34;1997-12-08;30276;12;2523;;Frydek - Mistek;north Moravia;228848;57.2;9893;96;5755.0;4.404999999999999;;1962-02-09;M;False;13086.0;
273;25;monthly issuance;164.0;36.0;0.0;0.0;43.0;70.0;107.0;6.0;51.0;12113.93;62991.26;1997-12-08;30276;12;2523;;Frydek - Mistek;north Moravia;228848;57.2;9893;96;5755.0;4.404999999999999;;1962-02-09;M;False;13086.0;
274;7632;monthly issuance;85.0;17.0;0.0;0.0;10.0;43.0;53.0;;32.0;8292.2;39297.34;1998-01-08;170448;48;3551;;Frydek - Mistek;north Moravia;228848;57.2;9893;96;5755.0;4.404999999999999;;1943-10-11;F;True;19813.0;
275;5133;weekly issuance;86.0;17.0;0.0;0.0;21.0;35.0;53.0;3.0;30.0;9409.7;46000.65;1998-01-27;57060;12;4755;;Frydek - Mistek;north Moravia;228848;57.2;9893;96;5755.0;4.404999999999999;;1943-03-09;M;False;20048.0;
276;4533;monthly issuance;51.0;19.0;0.0;0.0;3.0;22.0;21.0;4.0;26.0;18149.9;67815.17;1998-05-05;81144;36;2254;;Frydek - Mistek;north Moravia;228848;57.2;9893;96;5755.0;4.404999999999999;;1944-05-27;F;False;19701.0;
277;2910;monthly issuance;53.0;1.0;0.0;10.0;10.0;23.0;33.0;;20.0;17617.01;48935.44;1998-08-29;437460;60;7291;;Frydek - Mistek;north Moravia;228848;57.2;9893;96;5755.0;4.404999999999999;;1953-06-24;F;False;16502.0;
278;9494;monthly issuance;46.0;14.0;0.0;0.0;5.0;18.0;23.0;;23.0;5315.33;23391.69;1997-02-09;116832;12;9736;;Tabor;south Bohemia;103347;67.0;9104;123;2326.5;1.79;;1948-10-18;F;True;17646.0;
279;10361;monthly issuance;58.0;1.0;0.0;11.0;0.0;35.0;30.0;5.0;23.0;16724.93;56531.82;1997-06-02;86880;12;7240;;Tabor;south Bohemia;103347;67.0;9104;123;2326.5;1.79;classic;1940-05-25;F;False;20827.0;
280;105;monthly issuance;56.0;14.0;0.0;0.0;0.0;27.0;26.0;1.0;29.0;8582.46;30797.49;1998-12-05;352704;48;7348;;Tabor;south Bohemia;103347;67.0;9104;123;2326.5;1.79;classic;1950-12-27;F;False;17510.0;
281;785;weekly issuance;33.0;2.0;0.0;6.0;2.0;17.0;18.0;1.0;14.0;9528.36;51641.83;1998-02-12;156096;36;4336;;Tabor;south Bohemia;103347;67.0;9104;123;2326.5;1.79;;1952-08-03;M;False;16629.0;
282;6158;monthly issuance;15.0;6.0;0.0;0.0;0.0;5.0;5.0;;10.0;3079.33;23594.15;1997-02-08;247920;48;5165;;Bruntal;north Moravia;106054;63.1;8110;109;3161.5;6.16;;1957-04-16;F;False;14543.0;
283;8094;monthly issuance;20.0;1.0;0.0;5.0;1.0;8.0;9.0;;11.0;23042.38;60165.8;1997-05-09;220428;36;6123;;Bruntal;north Moravia;106054;63.1;8110;109;3161.5;6.16;;1962-06-07;M;False;12755.0;
284;4858;monthly issuance;88.0;1.0;0.0;13.0;0.0;50.0;42.0;8.0;38.0;13247.83;38710.01;1998-07-27;335184;48;6983;;Bruntal;north Moravia;106054;63.1;8110;109;3161.5;6.16;;1978-04-03;F;False;7420.0;
285;1270;issuance after transaction;71.0;4.0;0.0;13.0;8.0;33.0;40.0;1.0;30.0;4899.82;24872.14;1997-07-01;74772;36;2077;;Brno - venkov;south Moravia;157042;33.9;8743;111;3776.5;2.1550000000000002;;1960-12-22;M;False;13340.0;
286;1819;weekly issuance;72.0;13.0;0.0;0.0;22.0;23.0;44.0;1.0;27.0;5917.83;28370.44;1998-01-11;143676;36;3991;;Brno - venkov;south Moravia;157042;33.9;8743;111;3776.5;2.1550000000000002;;1952-12-12;M;False;16466.0;
287;1284;monthly issuance;87.0;25.0;0.0;0.0;0.0;49.0;42.0;7.0;38.0;12491.75;59684.3;1998-12-05;52512;12;4376;;Brno - venkov;south Moravia;157042;33.9;8743;111;3776.5;2.1550000000000002;;1944-12-15;M;False;19713.0;
288;7052;issuance after transaction;11.0;2.0;0.0;4.0;0.0;2.0;2.0;;9.0;4859.33;21532.35;1997-11-09;63972;36;1777;;Brno - venkov;south Moravia;157042;33.9;8743;111;3776.5;2.1550000000000002;;1947-05-24;M;False;18432.0;
289;10613;monthly issuance;45.0;2.0;0.0;10.0;0.0;24.0;21.0;3.0;21.0;14423.17;58128.03;1998-08-15;249792;48;5204;;Brno - venkov;south Moravia;157042;33.9;8743;111;3776.5;2.1550000000000002;;1965-01-13;M;False;12267.0;
290;6699;monthly issuance;95.0;11.0;0.0;15.0;21.0;34.0;55.0;;40.0;5931.77;28863.03;1997-09-24;127200;48;2650;;Jablonec n. Nisou;north Bohemia;88768;80.5;8867;130;3502.0;1.115;;1965-04-06;M;False;11859.0;
291;8158;weekly issuance;106.0;2.0;0.0;16.0;23.0;49.0;72.0;;34.0;12167.43;65133.54;1997-11-01;238716;36;6631;;Rychnov nad Kneznou;east Bohemia;78955;59.0;9060;124;1686.0;2.11;;1964-07-01;M;False;12176.0;
292;3161;monthly issuance;103.0;26.0;0.0;0.0;0.0;56.0;51.0;5.0;47.0;9241.0;46609.35;1998-06-16;30012;12;2501;;Rychnov nad Kneznou;east Bohemia;78955;59.0;9060;124;1686.0;2.11;;1953-11-26;M;False;16273.0;
293;7181;issuance after transaction;215.0;36.0;0.0;0.0;84.0;73.0;154.0;3.0;58.0;6030.32;50265.36;1998-05-17;49872;12;4156;;Vsetin;north Moravia;148545;53.5;8909;113;3525.0;4.785;;1967-02-12;F;False;11417.0;
294;4631;issuance after transaction;57.0;2.0;0.0;12.0;0.0;32.0;29.0;3.0;25.0;8868.6;42728.93;1997-12-13;87528;24;3647;;Vsetin;north Moravia;148545;53.5;8909;113;3525.0;4.785;;1951-02-16;M;True;17102.0;
295;4268;monthly issuance;129.0;35.0;0.0;0.0;15.0;59.0;74.0;;55.0;4462.62;37122.4;1998-11-04;41988;12;3499;;Vsetin;north Moravia;148545;53.5;8909;113;3525.0;4.785;;1973-03-09;M;True;9371.0;
296;1480;weekly issuance;90.0;26.0;2.0;0.0;0.0;48.0;48.0;2.0;40.0;13272.66;55026.62;1998-01-19;123300;36;3425;;Usti nad Labem;north Bohemia;118650;85.6;9832;114;5958.0;3.9000000000000004;classic;1945-03-17;F;False;19301.0;
297;5269;monthly issuance;43.0;10.0;0.0;0.0;4.0;22.0;26.0;;17.0;6893.94;40841.8;1997-02-02;117420;60;1957;;Semily;east Bohemia;75685;60.8;8208;155;1891.5;2.0749999999999997;;1966-02-21;M;False;11304.0;
298;2445;monthly issuance;97.0;26.0;0.0;0.0;0.0;55.0;49.0;6.0;42.0;12127.34;49740.62;1997-12-26;293160;60;4886;;Usti nad Orlici;east Bohemia;139012;61.9;8363;108;2681.5;3.005;;1978-01-17;F;False;7283.0;
299;2134;monthly issuance;41.0;10.0;0.0;0.0;8.0;16.0;24.0;;17.0;4503.65;42536.89;1997-03-17;22932;36;637;;Usti nad Orlici;east Bohemia;139012;61.9;8363;108;2681.5;3.005;;1953-11-19;F;False;15824.0;
300;1068;monthly issuance;134.0;24.0;0.0;0.0;45.0;47.0;88.0;4.0;42.0;5916.7;34086.21;1998-09-24;253200;60;4220;;Usti nad Orlici;east Bohemia;139012;61.9;8363;108;2681.5;3.005;;1936-11-27;M;False;22581.0;
301;2725;monthly issuance;145.0;22.0;6.0;0.0;44.0;54.0;104.0;;41.0;5552.08;49145.71;1998-11-08;69624;36;1934;;Usti nad Orlici;east Bohemia;139012;61.9;8363;108;2681.5;3.005;classic;1947-01-23;M;False;18917.0;
302;2728;weekly issuance;63.0;14.0;0.0;0.0;7.0;31.0;36.0;2.0;25.0;10600.5;49909.16;1998-06-15;156420;60;2607;;Usti nad Orlici;east Bohemia;139012;61.9;8363;108;2681.5;3.005;;1957-03-08;M;False;15074.0;
303;3906;monthly issuance;35.0;1.0;0.0;8.0;0.0;18.0;16.0;2.0;17.0;15017.23;64863.95;1998-03-08;334620;60;5577;;Usti nad Orlici;east Bohemia;139012;61.9;8363;108;2681.5;3.005;;1961-05-09;F;True;13452.0;
304;303;monthly issuance;129.0;26.0;0.0;0.0;18.0;64.0;82.0;;47.0;5585.44;44659.65;1998-05-30;112752;36;3132;;Novy Jicin;north Moravia;161227;69.7;8678;102;4787.5;5.75;;1956-01-05;F;False;15486.0;
305;176;weekly issuance;75.0;19.0;0.0;0.0;15.0;33.0;45.0;3.0;27.0;11800.31;48780.1;1997-04-10;27456;12;2288;;Novy Jicin;north Moravia;161227;69.7;8678;102;4787.5;5.75;;1967-09-24;M;False;10791.0;
306;7156;monthly issuance;32.0;3.0;0.0;8.0;0.0;14.0;12.0;2.0;18.0;9749.87;50541.55;1998-04-16;49488;24;2062;;Novy Jicin;north Moravia;161227;69.7;8678;102;4787.5;5.75;classic;1941-11-12;F;False;20609.0;
307;1718;monthly issuance;55.0;1.0;0.0;11.0;6.0;27.0;33.0;;22.0;17945.66;61146.52;1998-08-20;172272;24;7178;;Novy Jicin;north Moravia;161227;69.7;8678;102;4787.5;5.75;;1943-03-12;M;False;20250.0;
308;11027;weekly issuance;83.0;6.0;0.0;15.0;10.0;38.0;44.0;4.0;35.0;4930.71;33044.02;1997-10-23;48096;24;2004;;Ceska Lipa;north Bohemia;105058;81.0;9272;118;4422.5;3.01;;1958-07-19;M;False;14341.0;
309;10905;monthly issuance;49.0;12.0;0.0;0.0;10.0;19.0;29.0;;20.0;3322.63;41985.62;1997-08-23;57120;48;1190;;Ceska Lipa;north Bohemia;105058;81.0;9272;118;4422.5;3.01;;1958-08-13;M;False;14255.0;
310;9140;monthly issuance;121.0;19.0;0.0;0.0;31.0;43.0;74.0;;47.0;3563.79;23124.21;1998-11-10;16032;48;334;;Ceska Lipa;north Bohemia;105058;81.0;9272;118;4422.5;3.01;;1965-12-08;F;False;12025.0;
311;10954;monthly issuance;42.0;10.0;0.0;0.0;0.0;24.0;24.0;;18.0;4589.17;40748.35;1997-04-02;18720;60;312;;Klatovy;west Bohemia;88757;61.7;8554;113;2020.0;2.575;;1960-10-31;M;True;13302.0;
312;10915;weekly issuance;118.0;6.0;0.0;15.0;44.0;38.0;81.0;1.0;36.0;4535.12;20874.12;1998-06-11;152460;60;2541;;Klatovy;west Bohemia;88757;61.7;8554;113;2020.0;2.575;;1951-11-17;F;False;17008.0;
313;2350;monthly issuance;28.0;10.0;0.0;0.0;3.0;10.0;13.0;;15.0;14081.53;56388.81;1997-05-11;159744;48;3328;;Pisek;south Bohemia;70699;65.3;8968;131;1825.0;3.09;;1973-04-10;F;False;8797.0;
314;9156;monthly issuance;66.0;11.0;0.0;0.0;0.0;32.0;28.0;4.0;34.0;8457.22;29463.69;1998-12-01;163332;36;4537;;Pisek;south Bohemia;70699;65.3;8968;131;1825.0;3.09;;1937-12-08;M;False;22273.0;
315;9491;weekly issuance;181.0;1.0;2.0;23.0;55.0;78.0;129.0;6.0;46.0;11636.81;57411.61;1998-06-25;225504;48;4698;;Melnik;central Bohemia;94725;63.4;9920;130;4567.5;2.565;junior;1980-01-28;M;False;6723.0;
316;7180;weekly issuance;102.0;9.0;0.0;17.0;13.0;47.0;52.0;8.0;42.0;8674.16;40126.97;1998-11-17;99744;24;4156;;Melnik;central Bohemia;94725;63.4;9920;130;4567.5;2.565;;1971-08-28;F;False;9943.0;
317;6505;monthly issuance;36.0;9.0;0.0;0.0;0.0;14.0;14.0;;22.0;7807.83;42732.34;1998-10-08;38496;12;3208;;Melnik;central Bohemia;94725;63.4;9920;130;4567.5;2.565;classic;1964-01-30;F;False;12670.0;
318;11327;monthly issuance;54.0;13.0;0.0;0.0;6.0;25.0;31.0;;23.0;7977.97;55438.85;1998-09-27;39168;24;1632;;Melnik;central Bohemia;94725;63.4;9920;130;4567.5;2.565;;1979-02-22;F;False;7157.0;
319;7637;monthly issuance;16.0;6.0;0.0;0.0;0.0;6.0;6.0;;10.0;13992.38;44346.16;1997-01-29;390096;48;8127;;Nachod;east Bohemia;112709;73.5;8369;117;2736.0;2.05;;1978-09-26;M;True;6700.0;
320;339;weekly issuance;112.0;1.0;0.0;16.0;22.0;58.0;72.0;8.0;32.0;13857.61;59623.22;1997-12-25;468060;60;7801;;Nachod;east Bohemia;112709;73.5;8369;117;2736.0;2.05;;1947-10-19;F;True;18330.0;
321;10774;monthly issuance;51.0;19.0;0.0;0.0;6.0;17.0;23.0;;28.0;3591.37;28634.14;1998-04-23;339168;48;7066;;Nachod;east Bohemia;112709;73.5;8369;117;2736.0;2.05;;1942-01-13;F;False;20554.0;
322;4784;monthly issuance;11.0;1.0;0.0;4.0;0.0;3.0;3.0;;8.0;14574.89;44366.05;1997-11-24;219456;48;4572;;Nachod;east Bohemia;112709;73.5;8369;117;2736.0;2.05;;1960-01-15;F;True;13828.0;
